TaskId,TaskType,AlgorithmId,ScoringTime,NumberTemporalQueries,SearchedItemPosition,SearchedObjectPositionSum,TotalObjectResults,FirstOccurrence,TotalResults,SearchedItemScore,VBSScore,AvgScore,MedianScore,BestScore,WorstScore
3584f2e1-e562-4e4c-bf25-80051504d003,KIST,IDA,50661284,4,1221,180,3371,1221,29880,0.16666667,82.0,0.1064049,0.1875,0.3730091,0.071428575
3584f2e1-e562-4e4c-bf25-80051504d003,KIST,VITRIVR,310942081,4,1172,184,3371,1172,27456,0.16666667,54.0,0.10887702,0.1875,0.375,0.071428575
3584f2e1-e562-4e4c-bf25-80051504d003,KIST,CLUSTER,27516383,4,511,204,3371,511,16889,0.5714286,89.0,0.17482251,0.125,13.625,0.071428575
3584f2e1-e562-4e4c-bf25-80051504d003,KIST,LNA,48357340,4,421,179,3371,421,29150,0.16666667,83.0,0.10036989,0.125,0.3778032,0.071428575
3584f2e1-e562-4e4c-bf25-80051505d003,KIST,STA,83337533,4,316,139,1719,316,17467,0.19642857,62.0,0.09392201,0.071428575,0.32142857,0.071428575
3584f2e1-e562-4e4c-bf25-80051505d003,KIST,SQA,77451833,4,125,130,1719,125,17467,0.16666667,62.0,0.0820302,0.071428575,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051505d003,KIST,NA,34605495,4,547,142,1719,547,19805,0.16666667,58.0,0.09112082,0.083333336,0.28479657,0.071428575
3584f2e1-e562-4e4c-bf25-80051505d003,KIST,IDA,35508369,4,727,139,1719,727,19897,0.16841905,58.0,0.09496564,0.083333336,0.29946253,0.071428575
3584f2e1-e562-4e4c-bf25-80051505d003,KIST,VITRIVR,243001407,4,1098,141,1719,1098,17567,0.16666667,71.0,0.101342954,0.083333336,0.5,0.071428575
3584f2e1-e562-4e4c-bf25-80051505d003,KIST,CLUSTER,31912059,4,338,152,1719,338,10972,0.5714286,75.0,0.16281651,0.125,3.499999,0.071428575
3584f2e1-e562-4e4c-bf25-80051505d003,KIST,LNA,34956796,4,268,137,1719,268,19400,0.16666667,59.0,0.086296834,0.107142866,0.2651617,0.071428575
3584f2e1-e562-4e4c-bf25-80051511d003,KIST,STA,78404660,4,1332,214,3371,1332,27450,0.19642857,83.0,0.108402506,0.1875,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051511d003,KIST,SQA,168001637,4,222,198,3371,222,27450,0.16666667,82.0,0.09806272,0.125,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051511d003,KIST,NA,52714240,4,856,187,3371,856,29736,0.16666667,82.0,0.103958994,0.16071428,0.37413973,0.071428575
3584f2e1-e562-4e4c-bf25-80051511d003,KIST,IDA,58606465,4,1239,180,3371,1239,29880,0.16666667,82.0,0.10647517,0.1875,0.3730091,0.071428575
3584f2e1-e562-4e4c-bf25-80051511d003,KIST,VITRIVR,280632618,4,1258,186,3371,1258,27405,0.16666667,54.0,0.1092749,0.125,0.375,0.071428575
3584f2e1-e562-4e4c-bf25-80051511d003,KIST,CLUSTER,46657107,4,630,225,3371,630,17038,0.5714286,89.0,0.18498287,0.1875,13.625,0.071428575
3584f2e1-e562-4e4c-bf25-80051511d003,KIST,LNA,55504171,4,425,178,3371,425,29149,0.16666667,83.0,0.10038806,0.083333336,0.3778032,0.071428575
3584f2e1-e562-4e4c-bf25-80051516d003,KIST,STA,73414693,4,1332,214,3371,1332,27450,0.19642857,83.0,0.108402506,0.1875,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051516d003,KIST,SQA,147832434,4,222,198,3371,222,27450,0.16666667,82.0,0.09806272,0.125,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051516d003,KIST,NA,50374960,4,856,187,3371,856,29736,0.16666667,82.0,0.103964716,0.16071428,0.37309533,0.071428575
3584f2e1-e562-4e4c-bf25-80051516d003,KIST,IDA,49967605,4,1239,180,3371,1239,29880,0.16666667,82.0,0.10647018,0.1875,0.37004966,0.071428575
3584f2e1-e562-4e4c-bf25-80051516d003,KIST,VITRIVR,282366587,4,1258,186,3371,1258,27404,0.16666667,54.0,0.10927889,0.1875,0.375,0.071428575
3584f2e1-e562-4e4c-bf25-80051516d003,KIST,CLUSTER,25334990,4,630,225,3371,630,17038,0.5714286,89.0,0.18498287,0.1875,13.625,0.071428575
3584f2e1-e562-4e4c-bf25-80051516d003,KIST,LNA,50290922,4,425,178,3371,425,29149,0.16666667,83.0,0.100386746,0.083333336,0.36222744,0.071428575
3584f2e1-e562-4e4c-bf25-80051527d003,KIST,STA,77560357,4,294,137,1719,294,17467,0.19642857,63.0,0.0931021,0.071428575,0.32142857,0.071428575
3584f2e1-e562-4e4c-bf25-80051527d003,KIST,SQA,65383239,4,125,130,1719,125,17467,0.16666667,62.0,0.0820302,0.071428575,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051527d003,KIST,NA,36346073,4,548,142,1719,548,19805,0.16666667,58.0,0.09111641,0.083333336,0.25,0.071428575
3584f2e1-e562-4e4c-bf25-80051527d003,KIST,IDA,31424778,4,727,139,1719,727,19897,0.16841905,58.0,0.09496633,0.083333336,0.2769391,0.071428575
3584f2e1-e562-4e4c-bf25-80051527d003,KIST,VITRIVR,190745061,4,1099,141,1342,1099,16143,0.16666667,73.0,0.10386745,0.083333336,0.5,0.071428575
3584f2e1-e562-4e4c-bf25-80051527d003,KIST,CLUSTER,16994781,4,274,144,1719,274,10887,0.5714286,75.0,0.15434693,0.083333336,3.499999,0.071428575
3584f2e1-e562-4e4c-bf25-80051527d003,KIST,LNA,48842215,4,266,137,1719,266,19400,0.16666667,58.0,0.08628634,0.107142866,0.25,0.071428575
3584f2e1-e562-4e4c-bf25-80051513d003,KIST,STA,85115780,4,294,137,1719,294,17467,0.19642857,62.0,0.0931021,0.071428575,0.32142857,0.071428575
3584f2e1-e562-4e4c-bf25-80051513d003,KIST,SQA,119290214,4,125,130,1719,125,17467,0.16666667,62.0,0.0820302,0.071428575,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051513d003,KIST,NA,27743267,4,562,142,1719,562,19753,0.16666667,58.0,0.09178693,0.071428575,0.2781999,0.071428575
3584f2e1-e562-4e4c-bf25-80051513d003,KIST,IDA,31026819,4,823,139,1719,823,19897,0.16666667,58.0,0.09497451,0.083333336,0.27471966,0.071428575
3584f2e1-e562-4e4c-bf25-80051513d003,KIST,VITRIVR,173339403,4,862,136,1719,862,17569,0.16666667,72.0,0.0982358,0.083333336,0.5,0.071428575
3584f2e1-e562-4e4c-bf25-80051513d003,KIST,CLUSTER,16665212,4,274,144,1719,274,10887,0.5714286,75.0,0.15430757,0.083333336,3.499999,0.071428575
3584f2e1-e562-4e4c-bf25-80051513d003,KIST,LNA,33304358,4,264,127,1719,264,19167,0.16666667,59.0,0.08664681,0.071428575,0.25476128,0.071428575
3584f2e1-e562-4e4c-bf25-80051522d003,KIST,STA,101488287,4,1332,214,3371,1332,27450,0.19642857,82.0,0.108402506,0.1875,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051522d003,KIST,SQA,111941549,4,222,198,3371,222,27450,0.16666667,82.0,0.09806272,0.125,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051522d003,KIST,NA,59710549,4,855,187,3371,855,29736,0.16666667,82.0,0.10395154,0.16071428,0.37189746,0.071428575
3584f2e1-e562-4e4c-bf25-80051522d003,KIST,IDA,92207581,4,1239,180,3371,1239,29880,0.16666667,82.0,0.10647179,0.1875,0.33070883,0.071428575
3584f2e1-e562-4e4c-bf25-80051522d003,KIST,VITRIVR,258313031,4,1258,186,3371,1258,27405,0.16666667,54.0,0.1092749,0.125,0.375,0.071428575
3584f2e1-e562-4e4c-bf25-80051522d003,KIST,CLUSTER,28900332,4,630,225,3371,630,17038,0.5714286,89.0,0.18498287,0.1875,13.625,0.071428575
3584f2e1-e562-4e4c-bf25-80051522d003,KIST,LNA,63035024,4,424,178,3371,424,29149,0.16666667,83.0,0.100378975,0.083333336,0.31578988,0.071428575
3584f2e1-e562-4e4c-bf25-80051524d003,KIST,STA,167806083,4,1284,213,3371,1284,27450,0.19642857,82.0,0.10794865,0.1875,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051524d003,KIST,SQA,119164547,4,222,198,3371,222,27450,0.16666667,82.0,0.09806272,0.125,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051524d003,KIST,NA,63754040,4,762,193,3371,762,29812,0.16868441,82.0,0.10333209,0.13492757,0.37413973,0.071428575
3584f2e1-e562-4e4c-bf25-80051524d003,KIST,IDA,91922219,4,815,181,3371,815,29880,0.18360959,82.0,0.106435336,0.18620098,0.3730091,0.071428575
3584f2e1-e562-4e4c-bf25-80051524d003,KIST,VITRIVR,299290588,4,1614,185,3371,1614,27451,0.16666667,54.0,0.112449065,0.125,0.375,0.071428575
3584f2e1-e562-4e4c-bf25-80051524d003,KIST,CLUSTER,28377943,4,588,218,3371,588,16974,0.5714286,89.0,0.18116818,0.1875,13.625,0.071428575
3584f2e1-e562-4e4c-bf25-80051524d003,KIST,LNA,81682468,4,430,196,3371,430,29513,0.16666667,82.0,0.0999345,0.08349594,0.3778032,0.071428575
3584f2e1-e562-4e4c-bf25-80051514d003,KIST,STA,109073301,4,1215,209,3371,1215,27450,0.19642857,82.0,0.10723307,0.1875,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051514d003,KIST,SQA,118808605,4,222,198,3371,222,27450,0.16666667,82.0,0.09806272,0.125,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051514d003,KIST,NA,58472908,4,838,189,3371,838,29736,0.16666667,82.0,0.10388966,0.16071428,0.37413973,0.071428575
3584f2e1-e562-4e4c-bf25-80051514d003,KIST,IDA,52732236,4,1221,180,3371,1221,29880,0.16666667,82.0,0.1064049,0.1875,0.3730091,0.071428575
3584f2e1-e562-4e4c-bf25-80051514d003,KIST,VITRIVR,256714440,4,1172,184,3371,1172,27456,0.16666667,54.0,0.10887702,0.1875,0.375,0.071428575
3584f2e1-e562-4e4c-bf25-80051514d003,KIST,CLUSTER,29170713,4,511,204,3371,511,16889,0.5714286,89.0,0.17482251,0.125,13.625,0.071428575
3584f2e1-e562-4e4c-bf25-80051514d003,KIST,LNA,89049633,4,421,179,3371,421,29150,0.16666667,82.0,0.10036989,0.125,0.3778032,0.071428575
3584f2e1-e562-4e4c-bf25-80051520d003,KIST,STA,103603904,4,1215,210,3371,1215,27450,0.19642857,82.0,0.107264295,0.1875,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051520d003,KIST,SQA,105029059,4,222,198,3371,222,27450,0.16666667,82.0,0.09806272,0.125,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051520d003,KIST,NA,45748962,4,747,195,3371,747,29812,0.16868441,82.0,0.10330821,0.13492757,0.37413973,0.071428575
3584f2e1-e562-4e4c-bf25-80051520d003,KIST,IDA,48810561,4,811,183,3371,811,29880,0.18360959,82.0,0.106392436,0.18620098,0.3730091,0.071428575
3584f2e1-e562-4e4c-bf25-80051520d003,KIST,VITRIVR,273023535,4,1582,185,3371,1582,27476,0.16666667,54.0,0.11228089,0.1875,0.375,0.071428575
3584f2e1-e562-4e4c-bf25-80051520d003,KIST,CLUSTER,24945921,4,518,205,3371,518,16889,0.5714286,89.0,0.17530465,0.125,13.625,0.071428575
3584f2e1-e562-4e4c-bf25-80051520d003,KIST,LNA,80970113,4,423,196,3371,423,29512,0.16666667,82.0,0.099910446,0.1252432,0.3778032,0.071428575
3584f2e1-e562-4e4c-bf25-80051518d003,KIST,STA,78886523,4,294,137,1719,294,17467,0.19642857,63.0,0.0931021,0.071428575,0.32142857,0.071428575
3584f2e1-e562-4e4c-bf25-80051518d003,KIST,SQA,94956050,4,125,130,1719,125,17467,0.16666667,62.0,0.0820302,0.071428575,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051518d003,KIST,NA,32411351,4,483,144,1719,483,19829,0.16868441,58.0,0.09095787,0.083333336,0.27826375,0.071428575
3584f2e1-e562-4e4c-bf25-80051518d003,KIST,IDA,33106534,4,455,139,1719,455,19897,0.18360959,58.0,0.094884865,0.083333336,0.27518567,0.071428575
3584f2e1-e562-4e4c-bf25-80051518d003,KIST,VITRIVR,234142721,4,1295,141,1719,1295,17616,0.16666667,71.0,0.103339165,0.125,0.5,0.071428575
3584f2e1-e562-4e4c-bf25-80051518d003,KIST,CLUSTER,18287269,4,274,144,1719,274,10887,0.5714286,75.0,0.15434693,0.083333336,3.499999,0.071428575
3584f2e1-e562-4e4c-bf25-80051518d003,KIST,LNA,31058885,4,277,143,1719,277,19529,0.16666667,59.0,0.0862416,0.071428575,0.2690605,0.071428575
3584f2e1-e562-4e4c-bf25-80051523d003,KIST,STA,68015014,4,1332,214,3371,1332,27450,0.19642857,83.0,0.108402506,0.1875,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051523d003,KIST,SQA,190654858,4,222,198,3371,222,27450,0.16666667,81.0,0.09806272,0.125,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051523d003,KIST,NA,47652557,4,856,187,3371,856,29736,0.16666667,82.0,0.103958994,0.16071428,0.37413973,0.071428575
3584f2e1-e562-4e4c-bf25-80051523d003,KIST,IDA,45603612,4,1239,180,3371,1239,29880,0.16666667,82.0,0.10647517,0.1875,0.3730091,0.071428575
3584f2e1-e562-4e4c-bf25-80051523d003,KIST,VITRIVR,288560369,4,1258,186,3371,1258,27405,0.16666667,54.0,0.1092749,0.125,0.375,0.071428575
3584f2e1-e562-4e4c-bf25-80051523d003,KIST,CLUSTER,24952179,4,630,225,3371,630,17038,0.5714286,89.0,0.18498287,0.1875,13.625,0.071428575
3584f2e1-e562-4e4c-bf25-80051523d003,KIST,LNA,43118816,4,425,178,3371,425,29149,0.16666667,83.0,0.10038806,0.083333336,0.3778032,0.071428575
3584f2e1-e562-4e4c-bf25-80051517d003,KIST,STA,69010400,4,1332,214,3371,1332,27450,0.19642857,83.0,0.108402506,0.1875,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051517d003,KIST,SQA,166894137,4,222,198,3371,222,27450,0.16666667,82.0,0.09806272,0.125,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051517d003,KIST,NA,51068247,4,856,187,3371,856,29736,0.16666667,82.0,0.103958994,0.16071428,0.37413973,0.071428575
3584f2e1-e562-4e4c-bf25-80051517d003,KIST,IDA,61127433,4,1239,180,3371,1239,29880,0.16666667,82.0,0.10647517,0.1875,0.3730091,0.071428575
3584f2e1-e562-4e4c-bf25-80051517d003,KIST,VITRIVR,305128733,4,1258,186,3371,1258,27405,0.16666667,54.0,0.1092749,0.125,0.375,0.071428575
3584f2e1-e562-4e4c-bf25-80051517d003,KIST,CLUSTER,28543497,4,630,225,3371,630,17038,0.5714286,89.0,0.18498287,0.1875,13.625,0.071428575
3584f2e1-e562-4e4c-bf25-80051517d003,KIST,LNA,53411300,4,425,178,3371,425,29149,0.16666667,83.0,0.10038806,0.083333336,0.3778032,0.071428575
3584f2e1-e562-4e4c-bf25-80051528d003,KIST,STA,45135112,4,294,137,1719,294,17467,0.19642857,63.0,0.0931021,0.071428575,0.32142857,0.071428575
3584f2e1-e562-4e4c-bf25-80051528d003,KIST,SQA,78384048,4,125,130,1719,125,17467,0.16666667,62.0,0.0820302,0.071428575,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051528d003,KIST,NA,37618710,4,478,143,1719,478,19822,0.16868441,58.0,0.09091704,0.125,0.25,0.071428575
3584f2e1-e562-4e4c-bf25-80051528d003,KIST,IDA,34676139,4,448,139,1719,448,19886,0.18360959,58.0,0.094825424,0.125,0.25,0.071428575
3584f2e1-e562-4e4c-bf25-80051528d003,KIST,VITRIVR,205453249,4,1282,141,1719,1282,17612,0.16666667,72.0,0.103211895,0.125,0.33333334,0.071428575
3584f2e1-e562-4e4c-bf25-80051528d003,KIST,CLUSTER,16690198,4,273,144,1719,273,10878,0.5714286,75.0,0.1541983,0.125,3.499999,0.071428575
3584f2e1-e562-4e4c-bf25-80051528d003,KIST,LNA,52203393,4,276,143,1719,276,19522,0.16666667,58.0,0.086216286,0.107142866,0.25,0.071428575
3584f2e1-e562-4e4c-bf25-80051509d003,KIST,STA,75668182,4,1284,213,3371,1284,27450,0.19642857,83.0,0.10791222,0.1875,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051509d003,KIST,SQA,140110799,4,222,198,3371,222,27450,0.16666667,82.0,0.09806272,0.125,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051509d003,KIST,NA,63575925,4,841,188,3371,841,29736,0.16666667,82.0,0.103913106,0.16071428,0.40242952,0.071428575
3584f2e1-e562-4e4c-bf25-80051509d003,KIST,IDA,61798722,4,1245,180,3371,1245,29880,0.16666667,82.0,0.1064496,0.1875,0.3730091,0.071428575
3584f2e1-e562-4e4c-bf25-80051509d003,KIST,VITRIVR,249096803,4,1216,185,3371,1216,27425,0.16666667,54.0,0.109078005,0.125,0.375,0.071428575
3584f2e1-e562-4e4c-bf25-80051509d003,KIST,CLUSTER,67655640,4,578,217,3371,578,16974,0.5714286,89.0,0.18069687,0.1875,13.625,0.071428575
3584f2e1-e562-4e4c-bf25-80051509d003,KIST,LNA,50194948,4,423,178,3371,423,29149,0.16666667,83.0,0.100380115,0.083333336,0.38686514,0.071428575
3584f2e1-e562-4e4c-bf25-80051512d003,KIST,STA,98128837,4,1215,210,3371,1215,27450,0.19642857,82.0,0.107264295,0.1875,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051512d003,KIST,SQA,111344148,4,222,198,3371,222,27450,0.16666667,82.0,0.09806272,0.125,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051512d003,KIST,NA,69594352,4,747,195,3371,747,29812,0.16868441,82.0,0.10330821,0.13492757,0.37413973,0.071428575
3584f2e1-e562-4e4c-bf25-80051512d003,KIST,IDA,51278219,4,811,183,3371,811,29880,0.18360959,82.0,0.106392436,0.18620098,0.3730091,0.071428575
3584f2e1-e562-4e4c-bf25-80051512d003,KIST,VITRIVR,243835142,4,1469,153,1719,1469,19645,0.16666667,68.0,0.106701694,0.083333336,0.375,0.071428575
3584f2e1-e562-4e4c-bf25-80051512d003,KIST,CLUSTER,26978508,4,518,205,3371,518,16889,0.5714286,89.0,0.17530465,0.125,13.625,0.071428575
3584f2e1-e562-4e4c-bf25-80051512d003,KIST,LNA,50385896,4,423,196,3371,423,29512,0.16666667,83.0,0.099910446,0.1252432,0.3778032,0.071428575
3584f2e1-e562-4e4c-bf25-80051510d003,KIST,STA,69202747,4,1215,210,3371,1215,27450,0.19642857,83.0,0.10724348,0.1875,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051510d003,KIST,SQA,141236443,4,222,198,3371,222,27450,0.16666667,82.0,0.09806272,0.125,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051510d003,KIST,NA,52619154,4,813,189,3371,813,29788,0.16666667,82.0,0.10339456,0.14202529,0.37413973,0.071428575
3584f2e1-e562-4e4c-bf25-80051510d003,KIST,IDA,49642457,4,1141,180,3371,1141,29880,0.16841905,82.0,0.10642279,0.1875,0.3730091,0.071428575
3584f2e1-e562-4e4c-bf25-80051510d003,KIST,VITRIVR,295836205,4,1367,184,3371,1367,27443,0.16666667,54.0,0.11094359,0.125,0.375,0.071428575
3584f2e1-e562-4e4c-bf25-80051510d003,KIST,CLUSTER,25052779,4,513,204,3371,513,16889,0.5714286,89.0,0.1750382,0.125,13.625,0.071428575
3584f2e1-e562-4e4c-bf25-80051510d003,KIST,LNA,46107660,4,406,187,3371,406,29383,0.16666667,83.0,0.099985555,0.08358624,0.3778032,0.071428575
3584f2e1-e562-4e4c-bf25-80051525d003,KIST,STA,88752805,4,1284,213,3371,1284,27450,0.19642857,82.0,0.10791222,0.1875,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051525d003,KIST,SQA,152627167,4,222,198,3371,222,27450,0.16666667,82.0,0.09806272,0.125,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051525d003,KIST,NA,45588529,4,841,188,3371,841,29736,0.16666667,82.0,0.10391834,0.16071428,0.40242952,0.071428575
3584f2e1-e562-4e4c-bf25-80051525d003,KIST,IDA,46404467,4,1245,180,3371,1245,29880,0.16666667,82.0,0.10644462,0.1875,0.37004966,0.071428575
3584f2e1-e562-4e4c-bf25-80051525d003,KIST,VITRIVR,343094311,4,1216,185,3371,1216,27424,0.16666667,53.0,0.10908198,0.1875,0.375,0.071428575
3584f2e1-e562-4e4c-bf25-80051525d003,KIST,CLUSTER,25066447,4,578,217,3371,578,16974,0.5714286,89.0,0.18069687,0.1875,13.625,0.071428575
3584f2e1-e562-4e4c-bf25-80051525d003,KIST,LNA,47915660,4,423,178,3371,423,29149,0.16666667,83.0,0.100378804,0.083333336,0.38686514,0.071428575
3584f2e1-e562-4e4c-bf25-80051526d003,KIST,STA,70070584,4,1284,213,3371,1284,27450,0.19642857,83.0,0.10791222,0.1875,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051526d003,KIST,SQA,196057360,4,222,198,3371,222,27450,0.16666667,81.0,0.09806272,0.125,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051526d003,KIST,NA,40147540,4,841,188,3371,841,29736,0.16666667,82.0,0.103913106,0.16071428,0.40242952,0.071428575
3584f2e1-e562-4e4c-bf25-80051526d003,KIST,IDA,44250530,4,1245,180,3371,1245,29880,0.16666667,82.0,0.1064496,0.1875,0.3730091,0.071428575
3584f2e1-e562-4e4c-bf25-80051526d003,KIST,VITRIVR,294070882,4,1216,185,3371,1216,27425,0.16666667,54.0,0.109078005,0.125,0.375,0.071428575
3584f2e1-e562-4e4c-bf25-80051526d003,KIST,CLUSTER,34110527,4,578,217,3371,578,16974,0.5714286,89.0,0.18069687,0.1875,13.625,0.071428575
3584f2e1-e562-4e4c-bf25-80051526d003,KIST,LNA,40334226,4,423,178,3371,423,29149,0.16666667,83.0,0.100380115,0.083333336,0.38686514,0.071428575
3584f2e1-e562-4e4c-bf25-80051521d003,KIST,STA,71044795,4,1332,214,3371,1332,27450,0.19642857,83.0,0.108412914,0.1875,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051521d003,KIST,SQA,158058698,4,222,198,3371,222,27450,0.16666667,82.0,0.09806272,0.125,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051521d003,KIST,NA,50798289,4,827,186,3371,827,29788,0.16666667,82.0,0.10345126,0.14202529,0.37413973,0.071428575
3584f2e1-e562-4e4c-bf25-80051521d003,KIST,IDA,51403763,4,1154,178,3371,1154,29880,0.16841905,82.0,0.10648908,0.1875,0.3730091,0.071428575
3584f2e1-e562-4e4c-bf25-80051521d003,KIST,VITRIVR,323331536,4,1443,185,3371,1443,27397,0.16666667,54.0,0.1113102,0.125,0.375,0.071428575
3584f2e1-e562-4e4c-bf25-80051521d003,KIST,CLUSTER,29018311,4,635,227,3371,635,17038,0.5714286,89.0,0.18519668,0.1875,13.625,0.071428575
3584f2e1-e562-4e4c-bf25-80051521d003,KIST,LNA,48667995,4,417,185,3371,417,29383,0.16666667,83.0,0.1000231,0.08358624,0.3778032,0.071428575
3584f2e1-e562-4e4c-bf25-80051515d003,KIST,STA,73236641,4,1332,214,3371,1332,27450,0.19642857,83.0,0.10843634,0.1875,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051515d003,KIST,SQA,148406142,4,222,198,3371,222,27450,0.16666667,82.0,0.09806272,0.125,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051515d003,KIST,NA,56059485,4,771,192,3371,771,29812,0.16868441,82.0,0.103366576,0.13492757,0.37413973,0.071428575
3584f2e1-e562-4e4c-bf25-80051515d003,KIST,IDA,70441805,4,819,179,3371,819,29880,0.18360959,82.0,0.10645455,0.18620098,0.3730091,0.071428575
3584f2e1-e562-4e4c-bf25-80051515d003,KIST,VITRIVR,466917424,4,1649,186,3371,1649,27438,0.16666667,52.0,0.112618625,0.1875,0.375,0.071428575
3584f2e1-e562-4e4c-bf25-80051515d003,KIST,CLUSTER,48171931,4,637,227,3371,637,17038,0.5714286,89.0,0.18537275,0.1875,13.625,0.071428575
3584f2e1-e562-4e4c-bf25-80051515d003,KIST,LNA,55202667,4,439,195,3371,439,29513,0.16666667,83.0,0.099959284,0.08349594,0.3778032,0.071428575
3584f2e1-e562-4e4c-bf25-80051519d003,KIST,STA,73547473,4,1215,209,3371,1215,27450,0.19642857,83.0,0.10723307,0.1875,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051519d003,KIST,SQA,97180130,4,222,198,3371,222,27450,0.16666667,82.0,0.09806272,0.125,0.44642857,0.071428575
3584f2e1-e562-4e4c-bf25-80051519d003,KIST,NA,41341714,4,838,189,3371,838,29736,0.16666667,82.0,0.10389489,0.16071428,0.37309533,0.071428575
3584f2e1-e562-4e4c-bf25-80051519d003,KIST,IDA,49644249,4,1221,180,3371,1221,29880,0.16666667,82.0,0.10639992,0.1875,0.37004966,0.071428575
3584f2e1-e562-4e4c-bf25-80051519d003,KIST,VITRIVR,3437016638,4,1172,184,3371,1172,27455,0.16666667,23.0,0.10888098,0.125,0.375,0.071428575
3584f2e1-e562-4e4c-bf25-80051519d003,KIST,CLUSTER,26684935,4,511,204,3371,511,16889,0.5714286,89.0,0.17482251,0.125,13.625,0.071428575
3584f2e1-e562-4e4c-bf25-80051519d003,KIST,LNA,40708733,4,421,179,3371,421,29150,0.16666667,83.0,0.10036858,0.125,0.36222744,0.071428575

3584f2e1-e562-4e4c-bf25-809c9f060200,KIST,STA,23347259,1,164,100,108,164,227,1.0,98.0,1.0,1.0,1.0,1.0
3584f2e1-e562-4e4c-bf25-809c9f060200,KIST,SQA,18583818,1,164,100,108,164,227,1.0,98.0,1.0,1.0,1.0,1.0
3584f2e1-e562-4e4c-bf25-809c9f060200,KIST,NA,9813138,1,164,100,108,164,227,1.0,98.0,1.0,1.0,1.0,1.0
3584f2e1-e562-4e4c-bf25-809c9f060200,KIST,IDA,76802320,1,164,100,108,164,227,1.0,98.0,1.0,1.0,1.0,1.0
3584f2e1-e562-4e4c-bf25-809c9f060200,KIST,VITRIVR,93593465,1,164,100,108,164,227,1.0,96.0,1.0,1.0,1.0,1.0
3584f2e1-e562-4e4c-bf25-809c9f060200,KIST,CLUSTER,99312208,1,94,100,108,94,183,1.0,98.0,1.2404372,1.0,6.0,1.0
3584f2e1-e562-4e4c-bf25-809c9f060200,KIST,LNA,10704770,1,164,100,108,164,227,1.0,98.0,1.0,1.0,1.0,1.0
3584f2e1-e562-4e4c-bf25-809c9f060400,KIST,STA,33132625,1,1207,200,895,1207,3327,1.0,92.0,1.0,1.0,1.0,1.0
3584f2e1-e562-4e4c-bf25-809c9f060400,KIST,SQA,119222739,1,1207,200,895,1207,3327,1.0,90.0,1.0,1.0,1.0,1.0
3584f2e1-e562-4e4c-bf25-809c9f060400,KIST,NA,53829467,1,1207,200,895,1207,3327,1.0,91.0,1.0,1.0,1.0,1.0
3584f2e1-e562-4e4c-bf25-809c9f060400,KIST,IDA,65056715,1,1207,200,895,1207,3327,1.0,91.0,1.0,1.0,1.0,1.0
3584f2e1-e562-4e4c-bf25-809c9f060400,KIST,VITRIVR,234204697,1,1207,200,895,1207,3327,1.0,95.0,1.0,1.0,1.0,1.0
3584f2e1-e562-4e4c-bf25-809c9f060400,KIST,CLUSTER,49137832,1,113,200,895,113,1995,4.0,93.0,1.6676692,1.0,49.0,1.0
3584f2e1-e562-4e4c-bf25-809c9f060400,KIST,LNA,52052359,1,1207,200,895,1207,3327,1.0,91.0,1.0,1.0,1.0,1.0
